tag,patch,n_patches,n_tokens,attn_mem,d_model,heads,blocks,params,train_n,test_n,batch,epochs,test_acc,best_test_acc,test_loss,train_total_sec,epoch_sec_mean,infer_ms_per_batch,gpu_mem_mib
p7_global,7,16,17,global,64,4,2,72074,5000,2000,64,3,0.765000,0.765000,0.732808,0.360,0.120,0.4296,24.0
