tag,patch,n_patches,n_tokens,attn_mem,d_model,heads,blocks,params,train_n,test_n,batch,epochs,test_acc,best_test_acc,test_loss,train_total_sec,epoch_sec_mean,infer_ms_per_batch,gpu_mem_mib
p14_global,14,4,5,global,64,4,2,80714,5000,2000,64,3,0.876500,0.880000,0.384625,0.168,0.056,0.3259,6.0
