tag,patch,n_patches,n_tokens,attn_mem,d_model,heads,blocks,params,train_n,test_n,batch,epochs,test_acc,best_test_acc,test_loss,train_total_sec,epoch_sec_mean,infer_ms_per_batch,gpu_mem_mib
smoke_p7_shared,7,16,17,shared,64,4,2,72074,5000,2000,64,2,0.754000,0.754000,0.776765,0.355,0.177,0.4274,24.0
